	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Crlf2	1544.00105936224	0.169258433952589	0.0934267206998301	1.81167050159448	0.0700371241888417	0.219008143949275	C57BL6J_F1_Control-BALBcJ_F1_Control
Coil	112.086029539424	0.349281466422606	0.162729331857675	2.14639525914167	0.0318414572495904	0.116969283591382	C57BL6J_F1_Control-BALBcJ_F1_Control
Tbcb	549.934700649547	0.0627330361920605	0.122134624133906	0.513638426751788	0.607504808245378	0.897201634358602	C57BL6J_F1_Control-BALBcJ_F1_Control
U2surp	506.947905096091	-0.0619066497948954	0.0965932599963597	-0.640900305023647	0.521587457680191	0.83130410834917	C57BL6J_F1_Control-BALBcJ_F1_Control
Anxa11	187.78736424578	-0.0249674785721778	0.1230896662894	-0.20283976165372	0.839260278584442	0.976481148515316	C57BL6J_F1_Control-BALBcJ_F1_Control
Lpcat4	43.8352416018669	-0.0371180222323651	0.229724028703402	-0.161576577086276	0.871639303690215	0.979791228837024	C57BL6J_F1_Control-BALBcJ_F1_Control
Dync1li1	74.7684235941572	0.00318025221650977	0.194764727386442	0.0163286867144054	0.986972171901265	0.997873434120359	C57BL6J_F1_Control-BALBcJ_F1_Control
Prkab1	950.718842669811	-0.154053620012525	0.0774220341739276	-1.98979039567012	0.0466140298692407	0.158276020057431	C57BL6J_F1_Control-BALBcJ_F1_Control
Scaf1	1129.86135056359	0.180624106724561	0.0663359220308614	2.72287022166557	0.00647174752679338	0.0305218158655209	C57BL6J_F1_Control-BALBcJ_F1_Control
Sapcd1	28.9678866361166	-1.83507158025644	0.318421494856315	-5.76302671113486	8.26187134634281e-09	9.04020007988547e-08	C57BL6J_F1_Control-BALBcJ_F1_Control
Rps14	309.580330584927	0.0225776313398178	0.133841372442041	0.168689478655749	0.866040894994524	0.979029085566307	C57BL6J_F1_Control-BALBcJ_F1_Control
Nol12	234.279128895929	-0.265788541922239	0.109231201950756	-2.43326574436179	0.0149633142991621	0.0626298145128785	C57BL6J_F1_Control-BALBcJ_F1_Control
Ints7	215.48452257946	0.0724565148127283	0.120354883039721	0.602023889540198	0.547158235470627	0.851364393656022	C57BL6J_F1_Control-BALBcJ_F1_Control
Pcf11	156.293534371045	-0.0108017949360598	0.174301713708705	-0.0619718229168526	0.950585270913166	0.990786836428101	C57BL6J_F1_Control-BALBcJ_F1_Control
Man2b1	43154.2626981519	0.0849536865909853	0.0697250634851695	1.21840959827961	0.223068359449044	0.513995338704775	C57BL6J_F1_Control-BALBcJ_F1_Control
U2af2	251.533373490996	-0.070829891019536	0.115597547763483	-0.612728318116718	0.540055994882702	0.844558154960356	C57BL6J_F1_Control-BALBcJ_F1_Control
Ublcp1	186.629077552663	0.88208487888868	0.150014813610515	5.87998516719055	4.10303248194115e-09	4.60180736802712e-08	C57BL6J_F1_Control-BALBcJ_F1_Control
Plpp1	85.2374137488155	0.313310137814418	0.228956132269123	1.36842867980554	0.171177932130305	0.432037692275432	C57BL6J_F1_Control-BALBcJ_F1_Control
Ushbp1	146.819860168482	0.181258242721078	0.196593925539035	0.921993099349796	0.356532175129548	0.682450120821305	C57BL6J_F1_Control-BALBcJ_F1_Control
Sh2b3	185.272924292044	0.0143128929573202	0.116496204648856	0.122861452872755	0.902216810455449	0.985287080398017	C57BL6J_F1_Control-BALBcJ_F1_Control
Tpmt	73.6807629573028	0.741586244725613	0.228290140677623	3.24843745999892	0.00116040714743622	0.00680506740547154	C57BL6J_F1_Control-BALBcJ_F1_Control
Pnn	156.877205288147	-0.0249150144609154	0.129725726007934	-0.192059163803728	0.847695861931807	0.976778382356446	C57BL6J_F1_Control-BALBcJ_F1_Control
Gm12191	177.852864366086	5.43432121293831	0.265630793778997	20.4581748058157	5.08048325099499e-93	5.88188851220033e-91	C57BL6J_F1_Control-BALBcJ_F1_Control
Cst3	16890.9717453601	-0.239292181834379	0.0413498727689525	-5.78701132096474	7.16497516624251e-09	7.86394369163436e-08	C57BL6J_F1_Control-BALBcJ_F1_Control
M6pr	449.909461018408	0.198651169149089	0.0875954066787418	2.26782632424605	0.0233397942782778	0.0913484423824855	C57BL6J_F1_Control-BALBcJ_F1_Control
Znhit2	97.523942658043	-0.0504722286385937	0.164100523761798	-0.307568967371835	0.758410336661237	0.958090354902211	C57BL6J_F1_Control-BALBcJ_F1_Control
Hcfc2	58.3399916642864	-0.196335055467959	0.226901347649292	-0.865288185821718	0.386880633562808	0.717578601476443	C57BL6J_F1_Control-BALBcJ_F1_Control
Pik3cg	514.808748585939	0.000662678802934837	0.104560427421921	0.0063377591243081	0.994943233697333	0.999441267871829	C57BL6J_F1_Control-BALBcJ_F1_Control
Apip	127.450771255897	0.0686342117810914	0.16951379356338	0.404888654417551	0.685559358416982	0.941987954578311	C57BL6J_F1_Control-BALBcJ_F1_Control
Zfp729a	392.557137619019	-0.355648034277128	0.125852175926948	-2.8259188342009	0.00471452084703713	0.023115321475432	C57BL6J_F1_Control-BALBcJ_F1_Control
Epm2a	36.4248121087415	-0.360858168857978	0.289647057567411	-1.2458547719719	0.212817717035767	0.499064084042973	C57BL6J_F1_Control-BALBcJ_F1_Control
Atf6b	1149.12773151818	-0.0520238981210329	0.0634740571634691	-0.81960883620614	0.412439134739303	0.744215210949904	C57BL6J_F1_Control-BALBcJ_F1_Control
Vps4a	308.174297678239	0.0662417767127017	0.100573296464064	0.658641796994004	0.510125816212453	0.821005181339236	C57BL6J_F1_Control-BALBcJ_F1_Control
Cox6b2	28.3907258986897	-0.0447166548680063	0.274605205004936	-0.162839793467143	0.87064457575727	0.979791228837024	C57BL6J_F1_Control-BALBcJ_F1_Control
Ppp1r2	143.769206062499	-0.102936090748434	0.14617226159048	-0.704210837462598	0.481301482909588	0.802601887803258	C57BL6J_F1_Control-BALBcJ_F1_Control
Zfp335	458.67735975606	0.0753629353311497	0.111699396091144	0.674694205773998	0.499870066574595	0.813989867938395	C57BL6J_F1_Control-BALBcJ_F1_Control
Grn	16628.7735581258	-0.0626236866722258	0.0811526201764991	-0.771677938876469	0.440305200128479	0.766740372612339	C57BL6J_F1_Control-BALBcJ_F1_Control
Fkbpl	19.2660697310335	0.0271349062509306	0.342389777303781	0.0792515082214488	0.936832575756281	0.988589030734924	C57BL6J_F1_Control-BALBcJ_F1_Control
Ankrd17	443.824555741743	-0.0702858288463865	0.11195125616421	-0.627825280881986	0.53011840293303	0.835938026417682	C57BL6J_F1_Control-BALBcJ_F1_Control
Kcnk6	394.555546751587	-0.0584239686201102	0.180163360681116	-0.32428329711011	0.745723563999759	0.956675920775147	C57BL6J_F1_Control-BALBcJ_F1_Control
Vps72	40.6879610886202	0.0858293093347037	0.262706599087272	0.326711660966654	0.7438859796719	0.956675920775147	C57BL6J_F1_Control-BALBcJ_F1_Control
Cwc25	274.817425138342	-0.139383186475586	0.108007830578217	-1.29049149241683	0.196880063816715	0.476114795861832	C57BL6J_F1_Control-BALBcJ_F1_Control
Fbxw9	228.116550887098	-0.154541099283053	0.140353213647156	-1.10108700233659	0.270858793371534	0.574719589766587	C57BL6J_F1_Control-BALBcJ_F1_Control
Pik3r2	993.008007031209	-0.181423292479165	0.0758692934690798	-2.39126113060619	0.0167906059179415	0.0689490670932403	C57BL6J_F1_Control-BALBcJ_F1_Control
Dgkz	2011.00388964588	0.0141871109300244	0.0898031111007613	0.157980171913043	0.874472423019933	0.979814184305944	C57BL6J_F1_Control-BALBcJ_F1_Control
Blnk	175.246550959325	0.10514125743857	0.231580646790524	0.454015734456753	0.649817501936936	0.923443230676772	C57BL6J_F1_Control-BALBcJ_F1_Control
Susd1	148.865743114565	-1.30601283939786	0.160469556520762	-8.1386953869277	3.99559835263665e-16	7.13442909831489e-15	C57BL6J_F1_Control-BALBcJ_F1_Control
Med10	188.538087837185	0.0472277864238484	0.126957201832165	0.371997694831702	0.709894565649878	0.947076722498766	C57BL6J_F1_Control-BALBcJ_F1_Control
Cfl2	153.297506469235	0.0295721246017839	0.140830482022364	0.209983834302917	0.833680290120495	0.97629351436455	C57BL6J_F1_Control-BALBcJ_F1_Control
Ascc2	97.6892003452057	0.076907905089688	0.15930098600704	0.48278360992875	0.629249389566924	0.911370483920779	C57BL6J_F1_Control-BALBcJ_F1_Control
Trp53bp1	750.89516067152	0.037087085628483	0.101360435921069	0.365893114916783	0.714444834163809	0.949161224585726	C57BL6J_F1_Control-BALBcJ_F1_Control
Ugp2	71.6710113976171	0.0582084211947668	0.172327554979228	0.337777793004625	0.735530645941046	0.956076631039772	C57BL6J_F1_Control-BALBcJ_F1_Control
Osbp	461.274704883994	0.0211114865230486	0.0861199759398118	0.24514041362254	0.806347711827846	0.971089211756518	C57BL6J_F1_Control-BALBcJ_F1_Control
Alpk1	4312.40696563906	-1.35260879466704	0.0810883274148404	-16.6806843572838	1.81131926520211e-62	1.20385645237229e-60	C57BL6J_F1_Control-BALBcJ_F1_Control
Tmem8	226.443834801228	-0.207469132532508	0.156997698893474	-1.32147881143965	0.186341762933984	0.458068895321965	C57BL6J_F1_Control-BALBcJ_F1_Control
Tnks1bp1	142.661514086669	-0.0441236822256481	0.156356842741843	-0.282198600661818	0.777791231246716	0.965114830381219	C57BL6J_F1_Control-BALBcJ_F1_Control
Gas5	666.00771354456	-0.121989257072911	0.135783809538515	-0.898407972846787	0.368968087476898	0.695862567501097	C57BL6J_F1_Control-BALBcJ_F1_Control
Atxn7l1	227.354162269779	-0.200355723803723	0.123233139761847	-1.62582665824241	0.103986535629711	0.298566141100027	C57BL6J_F1_Control-BALBcJ_F1_Control
Senp6	344.730720180578	-0.0536106929653825	0.106857825305451	-0.501701141794128	0.615877761219691	0.90267846850862	C57BL6J_F1_Control-BALBcJ_F1_Control
Kctd21	158.72253326335	-0.117624043972746	0.143839954194564	-0.817742501597597	0.413504236217205	0.745445766901496	C57BL6J_F1_Control-BALBcJ_F1_Control
Klf9	89.0589452355183	0.631836764409478	0.370886956700677	1.70358313495343	0.0884589944385039	0.264181152628563	C57BL6J_F1_Control-BALBcJ_F1_Control
Fnbp4	197.208576915727	-0.144768570630048	0.115150803092376	-1.25720851910961	0.208678139272837	0.494027600165048	C57BL6J_F1_Control-BALBcJ_F1_Control
Scd2	153.648152297655	0.306391657463034	0.350199102670329	0.87490703181917	0.381624492679043	0.713359533450566	C57BL6J_F1_Control-BALBcJ_F1_Control
Mettl13	294.380149587551	-0.0355777632496372	0.145623751878854	-0.244312914552805	0.806988482119626	0.971089211756518	C57BL6J_F1_Control-BALBcJ_F1_Control
4931422A03Rik	30.2245011393114	0.340400415951505	0.278676898808519	1.22148774228106	0.221901403880348	0.512157002267889	C57BL6J_F1_Control-BALBcJ_F1_Control
Ddx39	349.008436005549	-0.153872215617628	0.11103590029955	-1.38578797670406	0.165811654787068	0.421756221850309	C57BL6J_F1_Control-BALBcJ_F1_Control
Pram1	369.61420096111	0.253796571233941	0.132871951526738	1.91008386885075	0.0561224156229775	0.184116407377391	C57BL6J_F1_Control-BALBcJ_F1_Control
Tmem38a	81.7892564655665	2.27010725002343	0.210230319579304	10.7981915004752	3.51049809425711e-27	9.76680438782076e-26	C57BL6J_F1_Control-BALBcJ_F1_Control
Ip6k2	94.5540671182899	0.0863417028058681	0.187960747581912	0.459360286212104	0.645975462171236	0.922636791073053	C57BL6J_F1_Control-BALBcJ_F1_Control
Zfp592	899.054616628223	0.0528430041906285	0.0846785698806279	0.624042237193209	0.532599846920189	0.837642791672463	C57BL6J_F1_Control-BALBcJ_F1_Control
Enoph1	118.85714868457	0.0796202910405239	0.143146539407345	0.556215269821876	0.578063701748857	0.87097843223201	C57BL6J_F1_Control-BALBcJ_F1_Control
Igf1	788.203868008708	0.0460754729081055	0.244968960824855	0.188086983562983	0.850808464609289	0.976778382356446	C57BL6J_F1_Control-BALBcJ_F1_Control
Cmtm6	694.176128685359	0.347721803714446	0.0749063450832271	4.64208744036434	3.44906832017191e-06	2.95434515539307e-05	C57BL6J_F1_Control-BALBcJ_F1_Control
1190002N15Rik	285.694631695473	-0.174802323543	0.135075670773319	-1.29410664809024	0.195628585524149	0.474399319896062	C57BL6J_F1_Control-BALBcJ_F1_Control
Ndufb10	198.700903158606	0.0693637662461319	0.125356061831542	0.553333961139791	0.580034750112237	0.87321506633927	C57BL6J_F1_Control-BALBcJ_F1_Control
Csnk2b	427.87952819857	0.0414842548412798	0.0903570440860703	0.459114784695299	0.646151740157083	0.922636791073053	C57BL6J_F1_Control-BALBcJ_F1_Control
2810403A07Rik	277.920083305389	0.201761675745912	0.142447888189884	1.41638937796651	0.156661532159307	0.404502330158097	C57BL6J_F1_Control-BALBcJ_F1_Control
Gskip	138.388023379599	0.136545972558794	0.174094319586655	0.784321814077505	0.432851302715527	0.760402998260414	C57BL6J_F1_Control-BALBcJ_F1_Control
Tbc1d24	506.475457059793	0.436694629743053	0.0902017559910161	4.84130962801375	1.28986209543185e-06	1.15732876512622e-05	C57BL6J_F1_Control-BALBcJ_F1_Control
Alg14	61.4373622764918	0.294013041484637	0.201209802063365	1.46122623485335	0.143953365611293	0.380168233391412	C57BL6J_F1_Control-BALBcJ_F1_Control
Eci2	130.487474165272	-0.0179262675993494	0.138782236624737	-0.129168314586408	0.897224467436446	0.982927037921073	C57BL6J_F1_Control-BALBcJ_F1_Control
Arhgap30	6123.44259140641	0.0166060301365783	0.0574662922551584	0.288969924540202	0.772604392921146	0.965114830381219	C57BL6J_F1_Control-BALBcJ_F1_Control
Hsf1	231.501275160715	-0.0629205720225241	0.119083637119239	-0.528372944802834	0.597240511867234	0.886474854049422	C57BL6J_F1_Control-BALBcJ_F1_Control
Sik3	361.846433769587	0.0490799753209976	0.118157411826291	0.415377880764286	0.677865296484476	0.938602835294284	C57BL6J_F1_Control-BALBcJ_F1_Control
Bzw2	228.828810489471	-0.0914720947029977	0.13811398807506	-0.662294210585579	0.507782686431335	0.818545801725859	C57BL6J_F1_Control-BALBcJ_F1_Control
Pvt1	329.05743591442	-0.0556107867216797	0.127426448156707	-0.436414790854802	0.662535809517752	0.931992439332724	C57BL6J_F1_Control-BALBcJ_F1_Control
Rae1	232.326247554523	-0.31834451806012	0.156852379586384	-2.0295804175849	0.0423992070833775	0.147452281223103	C57BL6J_F1_Control-BALBcJ_F1_Control
Psmb3	20.491655899606	-0.670107210504797	0.328927251959391	-2.03725050604055	0.0416249449125152	0.145890553995134	C57BL6J_F1_Control-BALBcJ_F1_Control
